season,game_id,team,state,plays,rush_att
2024,2024_04_BUF_BAL,BUF,down 9+,40,15
2024,2024_04_BUF_BAL,BUF,down 1-8,10,4
2024,2024_04_BUF_BAL,BUF,tied,7,4
2024,2024_04_CIN_CAR,CAR,down 9+,26,9
2024,2024_04_CIN_CAR,CAR,down 1-8,25,11
2024,2024_04_CIN_CAR,CAR,tied,18,8
2024,2024_04_CIN_CAR,CIN,tied,25,6
2024,2024_04_CIN_CAR,CIN,up 1-8,21,17
2024,2024_04_CIN_CAR,CIN,up 9+,16,8
2024,2024_04_CLE_LV,CLE,down 9+,5,1
2024,2024_04_CLE_LV,CLE,down 1-8,22,8
2024,2024_04_CLE_LV,CLE,tied,22,9
2024,2024_04_CLE_LV,CLE,up 1-8,8,4
2024,2024_04_CLE_LV,LV,down 9+,11,9
2024,2024_04_CLE_LV,LV,down 1-8,11,4
2024,2024_04_CLE_LV,LV,tied,10,4
2024,2024_04_CLE_LV,LV,up 1-8,18,7
2024,2024_04_CLE_LV,LV,up 9+,3,3
2024,2024_04_DAL_NYG,DAL,down 1-8,12,3
2024,2024_04_DAL_NYG,DAL,tied,3,2
2024,2024_04_DAL_NYG,DAL,up 1-8,35,17
2024,2024_04_DAL_NYG,NYG,down 1-8,57,19
2024,2024_04_DAL_NYG,NYG,tied,7,4
2024,2024_04_DEN_NYJ,DEN,down 1-8,36,22
2024,2024_04_DEN_NYJ,DEN,tied,12,4
2024,2024_04_DEN_NYJ,DEN,up 1-8,6,3
2024,2024_04_DEN_NYJ,NYJ,down 1-8,27,5
2024,2024_04_DEN_NYJ,NYJ,tied,17,9
2024,2024_04_DEN_NYJ,NYJ,up 1-8,26,9
2024,2024_04_JAX_HOU,HOU,down 1-8,52,21
2024,2024_04_JAX_HOU,HOU,up 1-8,16,5
2024,2024_04_JAX_HOU,JAX,down 1-8,22,7
2024,2024_04_JAX_HOU,JAX,tied,14,4
2024,2024_04_JAX_HOU,JAX,up 1-8,21,12
2024,2024_04_KC_LAC,KC,down 9+,16,7
2024,2024_04_KC_LAC,KC,down 1-8,19,5
2024,2024_04_KC_LAC,KC,tied,17,9
2024,2024_04_KC_LAC,KC,up 1-8,3,2
2024,2024_04_KC_LAC,LAC,down 1-8,5,2
2024,2024_04_KC_LAC,LAC,tied,27,14
2024,2024_04_KC_LAC,LAC,up 1-8,11,5
2024,2024_04_KC_LAC,LAC,up 9+,10,3
2024,2024_04_LA_CHI,CHI,down 1-8,14,7
2024,2024_04_LA_CHI,CHI,tied,5,3
2024,2024_04_LA_CHI,CHI,up 1-8,33,16
2024,2024_04_LA_CHI,LA,down 9+,6,1
2024,2024_04_LA_CHI,LA,down 1-8,32,16
2024,2024_04_LA_CHI,LA,tied,12,5
2024,2024_04_LA_CHI,LA,up 1-8,8,3
2024,2024_04_MIN_GB,GB,down 9+,65,14
2024,2024_04_MIN_GB,GB,down 1-8,10,5
2024,2024_04_MIN_GB,MIN,tied,6,2
2024,2024_04_MIN_GB,MIN,up 1-8,14,6
2024,2024_04_MIN_GB,MIN,up 9+,41,23
2024,2024_04_NE_SF,NE,down 9+,49,17
2024,2024_04_NE_SF,NE,down 1-8,4,2
2024,2024_04_NE_SF,NE,tied,9,5
2024,2024_04_NE_SF,SF,tied,14,8
2024,2024_04_NE_SF,SF,up 1-8,4,3
2024,2024_04_NE_SF,SF,up 9+,41,20
2024,2024_04_NO_ATL,ATL,down 1-8,10,2
2024,2024_04_NO_ATL,ATL,tied,13,3
2024,2024_04_NO_ATL,ATL,up 1-8,28,10
2024,2024_04_NO_ATL,NO,down 1-8,55,23
2024,2024_04_NO_ATL,NO,tied,11,7
2024,2024_04_NO_ATL,NO,up 1-8,4,3
2024,2024_04_PHI_TB,PHI,down 9+,52,18
2024,2024_04_PHI_TB,PHI,down 1-8,3,1
2024,2024_04_PHI_TB,TB,tied,10,1
2024,2024_04_PHI_TB,TB,up 1-8,5,1
2024,2024_04_PHI_TB,TB,up 9+,58,22
2024,2024_04_PIT_IND,IND,tied,8,6
2024,2024_04_PIT_IND,IND,up 1-8,31,15
2024,2024_04_PIT_IND,IND,up 9+,24,10
2024,2024_04_PIT_IND,PIT,down 9+,52,23
2024,2024_04_PIT_IND,PIT,down 1-8,15,7
2024,2024_04_SEA_DET,DET,tied,15,9
2024,2024_04_SEA_DET,DET,up 1-8,28,15
2024,2024_04_SEA_DET,DET,up 9+,5,2
2024,2024_04_SEA_DET,SEA,down 9+,62,16
2024,2024_04_SEA_DET,SEA,down 1-8,13,2
2024,2024_04_SEA_DET,SEA,tied,4,1
2024,2024_04_TEN_MIA,MIA,down 9+,22,10
2024,2024_04_TEN_MIA,MIA,down 1-8,26,16
2024,2024_04_TEN_MIA,MIA,tied,7,4
2024,2024_04_TEN_MIA,TEN,tied,18,11
2024,2024_04_TEN_MIA,TEN,up 1-8,24,12
2024,2024_04_TEN_MIA,TEN,up 9+,19,17
2024,2024_04_WAS_ARI,ARI,down 9+,28,17
2024,2024_04_WAS_ARI,ARI,down 1-8,15,6
2024,2024_04_WAS_ARI,ARI,tied,15,9
2024,2024_04_WAS_ARI,WAS,down 1-8,9,7
2024,2024_04_WAS_ARI,WAS,tied,13,8
2024,2024_04_WAS_ARI,WAS,up 1-8,12,6
2024,2024_04_WAS_ARI,WAS,up 9+,34,16
2024,2024_05_ARI_SF,ARI,down 9+,24,9
2024,2024_05_ARI_SF,ARI,down 1-8,27,15
2024,2024_05_ARI_SF,ARI,tied,2,1
2024,2024_05_ARI_SF,ARI,up 1-8,3,0
2024,2024_05_ARI_SF,SF,down 1-8,20,7
2024,2024_05_ARI_SF,SF,tied,13,6
2024,2024_05_ARI_SF,SF,up 1-8,8,4
2024,2024_05_ARI_SF,SF,up 9+,22,9
2024,2024_05_BAL_CIN,BAL,down 9+,25,8
2024,2024_05_BAL_CIN,BAL,down 1-8,7,1
2024,2024_05_BAL_CIN,BAL,tied,30,19
2024,2024_05_BAL_CIN,BAL,up 1-8,14,5
2024,2024_05_BAL_CIN,CIN,down 1-8,25,8
2024,2024_05_BAL_CIN,CIN,tied,9,4
2024,2024_05_BAL_CIN,CIN,up 1-8,32,12
2024,2024_05_BUF_HOU,BUF,down 9+,28,13
2024,2024_05_BUF_HOU,BUF,down 1-8,16,9
2024,2024_05_BUF_HOU,BUF,tied,15,6
2024,2024_05_BUF_HOU,HOU,down 1-8,6,3
2024,2024_05_BUF_HOU,HOU,tied,13,5
2024,2024_05_BUF_HOU,HOU,up 1-8,19,8
2024,2024_05_BUF_HOU,HOU,up 9+,29,12
2024,2024_05_CAR_CHI,CAR,down 9+,39,10
2024,2024_05_CAR_CHI,CAR,down 1-8,6,2
2024,2024_05_CAR_CHI,CAR,tied,13,7
2024,2024_05_CAR_CHI,CHI,down 1-8,7,4
2024,2024_05_CAR_CHI,CHI,tied,16,11
2024,2024_05_CAR_CHI,CHI,up 1-8,12,8
2024,2024_05_CAR_CHI,CHI,up 9+,32,13
2024,2024_05_CLE_WAS,CLE,down 9+,37,16
2024,2024_05_CLE_WAS,CLE,down 1-8,11,3
2024,2024_05_CLE_WAS,CLE,tied,11,4
2024,2024_05_CLE_WAS,WAS,tied,15,6
2024,2024_05_CLE_WAS,WAS,up 1-8,20,11
2024,2024_05_CLE_WAS,WAS,up 9+,30,17
2024,2024_05_DAL_PIT,DAL,down 1-8,38,18
2024,2024_05_DAL_PIT,DAL,tied,24,9
2024,2024_05_DAL_PIT,DAL,up 1-8,13,4
2024,2024_05_DAL_PIT,PIT,down 1-8,45,24
2024,2024_05_DAL_PIT,PIT,tied,8,2
2024,2024_05_DAL_PIT,PIT,up 1-8,4,0
2024,2024_05_GB_LA,GB,down 1-8,10,4
2024,2024_05_GB_LA,GB,tied,18,7
2024,2024_05_GB_LA,GB,up 1-8,14,9
2024,2024_05_GB_LA,GB,up 9+,14,8
2024,2024_05_GB_LA,LA,down 9+,19,3
2024,2024_05_GB_LA,LA,down 1-8,40,18
2024,2024_05_GB_LA,LA,tied,13,5
2024,2024_05_GB_LA,LA,up 1-8,5,3
2024,2024_05_IND_JAX,IND,down 9+,25,7
2024,2024_05_IND_JAX,IND,down 1-8,21,7
2024,2024_05_IND_JAX,IND,tied,15,5
2024,2024_05_IND_JAX,IND,up 1-8,7,0
2024,2024_05_IND_JAX,JAX,down 1-8,23,11
2024,2024_05_IND_JAX,JAX,tied,13,4
2024,2024_05_IND_JAX,JAX,up 1-8,21,8
2024,2024_05_LV_DEN,DEN,down 9+,6,2
2024,2024_05_LV_DEN,DEN,down 1-8,7,4
2024,2024_05_LV_DEN,DEN,tied,12,2
2024,2024_05_LV_DEN,DEN,up 1-8,9,5
2024,2024_05_LV_DEN,DEN,up 9+,20,12
2024,2024_05_LV_DEN,LV,down 9+,29,5
2024,2024_05_LV_DEN,LV,down 1-8,6,3
2024,2024_05_LV_DEN,LV,tied,13,8
2024,2024_05_LV_DEN,LV,up 1-8,18,10
2024,2024_05_MIA_NE,MIA,down 1-8,60,34
2024,2024_05_MIA_NE,MIA,tied,7,3
2024,2024_05_MIA_NE,MIA,up 1-8,9,4
2024,2024_05_MIA_NE,NE,down 1-8,20,5
2024,2024_05_MIA_NE,NE,up 1-8,34,14
2024,2024_05_NO_KC,KC,tied,10,6
2024,2024_05_NO_KC,KC,up 1-8,39,14
2024,2024_05_NO_KC,KC,up 9+,28,16
2024,2024_05_NO_KC,NO,down 9+,36,10
2024,2024_05_NO_KC,NO,down 1-8,9,2
2024,2024_05_NO_KC,NO,tied,6,3
2024,2024_05_NYG_SEA,NYG,down 1-8,11,6
2024,2024_05_NYG_SEA,NYG,tied,34,16
2024,2024_05_NYG_SEA,NYG,up 1-8,18,8
2024,2024_05_NYG_SEA,NYG,up 9+,7,3
2024,2024_05_NYG_SEA,SEA,down 9+,23,3
2024,2024_05_NYG_SEA,SEA,down 1-8,17,5
2024,2024_05_NYG_SEA,SEA,tied,15,2
2024,2024_05_NYG_SEA,SEA,up 1-8,3,1
2024,2024_05_NYJ_MIN,MIN,tied,10,4
2024,2024_05_NYJ_MIN,MIN,up 1-8,21,9
2024,2024_05_NYJ_MIN,MIN,up 9+,33,15
2024,2024_05_NYJ_MIN,NYJ,down 9+,49,10
2024,2024_05_NYJ_MIN,NYJ,down 1-8,19,3
2024,2024_05_NYJ_MIN,NYJ,tied,3,1
2024,2024_05_TB_ATL,ATL,down 1-8,61,13
2024,2024_05_TB_ATL,ATL,tied,18,5
2024,2024_05_TB_ATL,TB,down 1-8,12,4
2024,2024_05_TB_ATL,TB,tied,17,8
2024,2024_05_TB_ATL,TB,up 1-8,21,13
2024,2024_06_ARI_GB,ARI,down 9+,47,19
2024,2024_06_ARI_GB,ARI,down 1-8,5,2
2024,2024_06_ARI_GB,ARI,tied,3,2
2024,2024_06_ARI_GB,GB,tied,10,5
2024,2024_06_ARI_GB,GB,up 1-8,11,4
2024,2024_06_ARI_GB,GB,up 9+,47,27
2024,2024_06_ATL_CAR,ATL,down 1-8,17,9
2024,2024_06_ATL_CAR,ATL,tied,9,2
2024,2024_06_ATL_CAR,ATL,up 1-8,34,19
2024,2024_06_ATL_CAR,ATL,up 9+,5,5
2024,2024_06_ATL_CAR,CAR,down 9+,15,2
2024,2024_06_ATL_CAR,CAR,down 1-8,22,11
2024,2024_06_ATL_CAR,CAR,tied,25,11
2024,2024_06_BUF_NYJ,BUF,down 1-8,22,15
2024,2024_06_BUF_NYJ,BUF,tied,16,6
2024,2024_06_BUF_NYJ,BUF,up 1-8,19,9
2024,2024_06_BUF_NYJ,NYJ,down 9+,3,0
2024,2024_06_BUF_NYJ,NYJ,down 1-8,29,12
2024,2024_06_BUF_NYJ,NYJ,tied,21,6
2024,2024_06_BUF_NYJ,NYJ,up 1-8,6,3
2024,2024_06_CIN_NYG,CIN,tied,16,4
2024,2024_06_CIN_NYG,CIN,up 1-8,34,14
2024,2024_06_CIN_NYG,NYG,down 9+,5,0
2024,2024_06_CIN_NYG,NYG,down 1-8,66,30
2024,2024_06_CLE_PHI,CLE,down 9+,9,4
2024,2024_06_CLE_PHI,CLE,down 1-8,22,9
2024,2024_06_CLE_PHI,CLE,tied,22,12
2024,2024_06_CLE_PHI,PHI,tied,36,21
2024,2024_06_CLE_PHI,PHI,up 1-8,22,11
2024,2024_06_DET_DAL,DAL,down 9+,45,10
2024,2024_06_DET_DAL,DAL,down 1-8,12,5
2024,2024_06_DET_DAL,DAL,tied,8,2
2024,2024_06_DET_DAL,DET,down 1-8,5,3
2024,2024_06_DET_DAL,DET,up 1-8,14,7
2024,2024_06_DET_DAL,DET,up 9+,45,24
2024,2024_06_HOU_NE,HOU,tied,11,5
2024,2024_06_HOU_NE,HOU,up 1-8,10,6
2024,2024_06_HOU_NE,HOU,up 9+,40,16
2024,2024_06_HOU_NE,NE,down 9+,58,23
2024,2024_06_HOU_NE,NE,down 1-8,5,3
2024,2024_06_IND_TEN,IND,down 1-8,40,17
2024,2024_06_IND_TEN,IND,tied,13,3
2024,2024_06_IND_TEN,IND,up 1-8,13,8
2024,2024_06_IND_TEN,TEN,down 1-8,18,4
2024,2024_06_IND_TEN,TEN,tied,29,20
2024,2024_06_IND_TEN,TEN,up 1-8,8,4
2024,2024_06_JAX_CHI,CHI,down 1-8,10,5
2024,2024_06_JAX_CHI,CHI,tied,3,2
2024,2024_06_JAX_CHI,CHI,up 1-8,18,8
2024,2024_06_JAX_CHI,CHI,up 9+,27,11
2024,2024_06_JAX_CHI,JAX,down 9+,36,8
2024,2024_06_JAX_CHI,JAX,down 1-8,6,3
2024,2024_06_JAX_CHI,JAX,tied,13,6
2024,2024_06_JAX_CHI,JAX,up 1-8,5,2
2024,2024_06_LAC_DEN,DEN,down 9+,48,15
2024,2024_06_LAC_DEN,DEN,down 1-8,3,1
2024,2024_06_LAC_DEN,DEN,tied,3,2
2024,2024_06_LAC_DEN,LAC,tied,8,1
2024,2024_06_LAC_DEN,LAC,up 1-8,6,2
2024,2024_06_LAC_DEN,LAC,up 9+,58,32
2024,2024_06_PIT_LV,LV,down 9+,27,6
2024,2024_06_PIT_LV,LV,down 1-8,24,9
2024,2024_06_PIT_LV,LV,up 1-8,10,4
2024,2024_06_PIT_LV,PIT,down 1-8,26,12
2024,2024_06_PIT_LV,PIT,tied,8,4
2024,2024_06_PIT_LV,PIT,up 1-8,11,7
2024,2024_06_PIT_LV,PIT,up 9+,16,10
2024,2024_06_SF_SEA,SEA,down 9+,48,9
2024,2024_06_SF_SEA,SEA,down 1-8,18,7
2024,2024_06_SF_SEA,SEA,tied,6,4
2024,2024_06_SF_SEA,SF,tied,12,8
2024,2024_06_SF_SEA,SF,up 1-8,19,8
2024,2024_06_SF_SEA,SF,up 9+,30,17
2024,2024_06_TB_NO,NO,down 9+,29,7
2024,2024_06_TB_NO,NO,down 1-8,22,10
2024,2024_06_TB_NO,NO,up 1-8,15,4
2024,2024_06_TB_NO,TB,down 1-8,26,9
2024,2024_06_TB_NO,TB,tied,8,2
2024,2024_06_TB_NO,TB,up 1-8,12,7
2024,2024_06_TB_NO,TB,up 9+,27,17
2024,2024_06_WAS_BAL,BAL,down 1-8,9,6
2024,2024_06_WAS_BAL,BAL,tied,26,9
2024,2024_06_WAS_BAL,BAL,up 1-8,28,20
2024,2024_06_WAS_BAL,WAS,down 9+,19,7
2024,2024_06_WAS_BAL,WAS,down 1-8,22,5
2024,2024_06_WAS_BAL,WAS,tied,15,6
2024,2024_07_BAL_TB,BAL,down 9+,6,3
2024,2024_07_BAL_TB,BAL,down 1-8,10,4
2024,2024_07_BAL_TB,BAL,up 1-8,13,4
2024,2024_07_BAL_TB,BAL,up 9+,25,19
2024,2024_07_BAL_TB,TB,down 9+,46,12
2024,2024_07_BAL_TB,TB,down 1-8,4,2
2024,2024_07_BAL_TB,TB,tied,8,6
2024,2024_07_BAL_TB,TB,up 1-8,21,9
2024,2024_07_CAR_WAS,CAR,down 9+,31,17
2024,2024_07_CAR_WAS,CAR,down 1-8,3,1
2024,2024_07_CAR_WAS,CAR,tied,8,4
2024,2024_07_CAR_WAS,WAS,up 1-8,10,8
2024,2024_07_CAR_WAS,WAS,up 9+,51,27
2024,2024_07_CIN_CLE,CIN,up 1-8,36,12
2024,2024_07_CIN_CLE,CIN,up 9+,14,10
2024,2024_07_CIN_CLE,CLE,down 9+,27,2
2024,2024_07_CIN_CLE,CLE,down 1-8,50,18
2024,2024_07_DEN_NO,DEN,tied,14,6
2024,2024_07_DEN_NO,DEN,up 1-8,17,11
2024,2024_07_DEN_NO,DEN,up 9+,28,16
2024,2024_07_DEN_NO,NO,down 9+,54,17
2024,2024_07_DEN_NO,NO,down 1-8,7,2
2024,2024_07_DEN_NO,NO,tied,4,1
2024,2024_07_DET_MIN,DET,down 9+,8,4
2024,2024_07_DET_MIN,DET,down 1-8,16,7
2024,2024_07_DET_MIN,DET,tied,4,2
2024,2024_07_DET_MIN,DET,up 1-8,26,12
2024,2024_07_DET_MIN,MIN,down 9+,19,6
2024,2024_07_DET_MIN,MIN,down 1-8,13,4
2024,2024_07_DET_MIN,MIN,tied,2,1
2024,2024_07_DET_MIN,MIN,up 1-8,16,9
2024,2024_07_DET_MIN,MIN,up 9+,3,1
2024,2024_07_HOU_GB,GB,down 1-8,41,15
2024,2024_07_HOU_GB,GB,tied,4,2
2024,2024_07_HOU_GB,GB,up 1-8,11,3
2024,2024_07_HOU_GB,HOU,down 1-8,44,26
2024,2024_07_HOU_GB,HOU,tied,3,1
2024,2024_07_HOU_GB,HOU,up 1-8,11,6
2024,2024_07_KC_SF,KC,down 1-8,7,4
2024,2024_07_KC_SF,KC,tied,16,7
2024,2024_07_KC_SF,KC,up 1-8,26,14
2024,2024_07_KC_SF,KC,up 9+,17,12
2024,2024_07_KC_SF,SF,down 9+,30,8
2024,2024_07_KC_SF,SF,down 1-8,17,10
2024,2024_07_KC_SF,SF,tied,10,6
2024,2024_07_LAC_ARI,ARI,down 1-8,18,9
2024,2024_07_LAC_ARI,ARI,tied,16,8
2024,2024_07_LAC_ARI,ARI,up 1-8,19,10
2024,2024_07_LAC_ARI,LAC,down 1-8,45,14
2024,2024_07_LAC_ARI,LAC,tied,18,8
2024,2024_07_LV_LA,LA,down 1-8,13,10
2024,2024_07_LV_LA,LA,tied,11,3
2024,2024_07_LV_LA,LA,up 1-8,22,12
2024,2024_07_LV_LA,LA,up 9+,4,1
2024,2024_07_LV_LA,LV,down 9+,19,9
2024,2024_07_LV_LA,LV,down 1-8,28,12
2024,2024_07_LV_LA,LV,tied,21,7
2024,2024_07_LV_LA,LV,up 1-8,7,1
2024,2024_07_MIA_IND,IND,down 9+,3,1
2024,2024_07_MIA_IND,IND,down 1-8,26,17
2024,2024_07_MIA_IND,IND,tied,23,12
2024,2024_07_MIA_IND,IND,up 1-8,8,6
2024,2024_07_MIA_IND,MIA,down 1-8,13,4
2024,2024_07_MIA_IND,MIA,tied,26,16
2024,2024_07_MIA_IND,MIA,up 1-8,28,20
2024,2024_07_NE_JAX,JAX,down 9+,8,4
2024,2024_07_NE_JAX,JAX,down 1-8,11,6
2024,2024_07_NE_JAX,JAX,up 9+,41,29
2024,2024_07_NE_JAX,NE,down 9+,27,4
2024,2024_07_NE_JAX,NE,down 1-8,3,1
2024,2024_07_NE_JAX,NE,tied,11,3
2024,2024_07_NE_JAX,NE,up 1-8,14,7
2024,2024_07_NYJ_PIT,NYJ,down 9+,10,2
2024,2024_07_NYJ_PIT,NYJ,down 1-8,24,7
2024,2024_07_NYJ_PIT,NYJ,up 1-8,18,4
2024,2024_07_NYJ_PIT,NYJ,up 9+,4,2
2024,2024_07_NYJ_PIT,PIT,down 9+,8,1
2024,2024_07_NYJ_PIT,PIT,down 1-8,24,11
2024,2024_07_NYJ_PIT,PIT,tied,6,4
2024,2024_07_NYJ_PIT,PIT,up 1-8,15,8
2024,2024_07_NYJ_PIT,PIT,up 9+,13,12
2024,2024_07_PHI_NYG,NYG,down 9+,34,13
2024,2024_07_PHI_NYG,NYG,down 1-8,3,0
2024,2024_07_PHI_NYG,NYG,tied,17,5
2024,2024_07_PHI_NYG,PHI,tied,20,12
2024,2024_07_PHI_NYG,PHI,up 1-8,6,2
2024,2024_07_PHI_NYG,PHI,up 9+,38,30
2024,2024_07_SEA_ATL,ATL,down 9+,51,24
2024,2024_07_SEA_ATL,ATL,down 1-8,19,7
2024,2024_07_SEA_ATL,SEA,tied,10,3
2024,2024_07_SEA_ATL,SEA,up 1-8,32,14
2024,2024_07_SEA_ATL,SEA,up 9+,14,9
2024,2024_07_TEN_BUF,BUF,down 9+,3,1
2024,2024_07_TEN_BUF,BUF,down 1-8,17,7
2024,2024_07_TEN_BUF,BUF,tied,6,2
2024,2024_07_TEN_BUF,BUF,up 1-8,14,6
2024,2024_07_TEN_BUF,BUF,up 9+,14,4
2024,2024_07_TEN_BUF,TEN,down 9+,18,4
2024,2024_07_TEN_BUF,TEN,down 1-8,7,2
2024,2024_07_TEN_BUF,TEN,tied,16,4
2024,2024_07_TEN_BUF,TEN,up 1-8,25,14
2024,2024_08_ARI_MIA,ARI,down 9+,20,6
2024,2024_08_ARI_MIA,ARI,down 1-8,42,20
2024,2024_08_ARI_MIA,MIA,tied,10,3
2024,2024_08_ARI_MIA,MIA,up 1-8,52,21
2024,2024_08_ARI_MIA,MIA,up 9+,2,1
2024,2024_08_ATL_TB,ATL,down 1-8,7,4
2024,2024_08_ATL_TB,ATL,tied,14,3
2024,2024_08_ATL_TB,ATL,up 1-8,37,20
2024,2024_08_ATL_TB,ATL,up 9+,2,2
2024,2024_08_ATL_TB,TB,down 9+,17,2
2024,2024_08_ATL_TB,TB,down 1-8,36,13
2024,2024_08_ATL_TB,TB,tied,17,6
2024,2024_08_BAL_CLE,BAL,down 1-8,47,16
2024,2024_08_BAL_CLE,BAL,tied,13,5
2024,2024_08_BAL_CLE,CLE,down 1-8,24,6
2024,2024_08_BAL_CLE,CLE,tied,26,11
2024,2024_08_BAL_CLE,CLE,up 1-8,17,6
2024,2024_08_BUF_SEA,BUF,tied,14,6
2024,2024_08_BUF_SEA,BUF,up 1-8,21,6
2024,2024_08_BUF_SEA,BUF,up 9+,31,19
2024,2024_08_BUF_SEA,SEA,down 9+,24,7
2024,2024_08_BUF_SEA,SEA,down 1-8,19,9
2024,2024_08_BUF_SEA,SEA,tied,3,0
2024,2024_08_CAR_DEN,CAR,down 9+,38,10
2024,2024_08_CAR_DEN,CAR,down 1-8,5,2
2024,2024_08_CAR_DEN,CAR,tied,14,6
2024,2024_08_CAR_DEN,CAR,up 1-8,3,2
2024,2024_08_CAR_DEN,DEN,down 1-8,16,4
2024,2024_08_CAR_DEN,DEN,tied,10,4
2024,2024_08_CAR_DEN,DEN,up 1-8,10,4
2024,2024_08_CAR_DEN,DEN,up 9+,35,18
2024,2024_08_CHI_WAS,CHI,down 9+,20,12
2024,2024_08_CHI_WAS,CHI,down 1-8,37,20
2024,2024_08_CHI_WAS,CHI,tied,3,1
2024,2024_08_CHI_WAS,CHI,up 1-8,1,0
2024,2024_08_CHI_WAS,WAS,down 1-8,4,0
2024,2024_08_CHI_WAS,WAS,tied,8,6
2024,2024_08_CHI_WAS,WAS,up 1-8,37,16
2024,2024_08_CHI_WAS,WAS,up 9+,23,10
2024,2024_08_DAL_SF,DAL,down 9+,20,6
2024,2024_08_DAL_SF,DAL,down 1-8,23,8
2024,2024_08_DAL_SF,DAL,tied,5,3
2024,2024_08_DAL_SF,DAL,up 1-8,10,1
2024,2024_08_DAL_SF,SF,down 1-8,22,10
2024,2024_08_DAL_SF,SF,tied,6,3
2024,2024_08_DAL_SF,SF,up 1-8,18,10
2024,2024_08_DAL_SF,SF,up 9+,17,12
2024,2024_08_GB_JAX,GB,down 1-8,8,7
2024,2024_08_GB_JAX,GB,tied,27,16
2024,2024_08_GB_JAX,GB,up 1-8,23,9
2024,2024_08_GB_JAX,GB,up 9+,6,4
2024,2024_08_GB_JAX,JAX,down 9+,16,8
2024,2024_08_GB_JAX,JAX,down 1-8,32,12
2024,2024_08_GB_JAX,JAX,tied,8,3
2024,2024_08_IND_HOU,HOU,down 1-8,10,4
2024,2024_08_IND_HOU,HOU,tied,31,9
2024,2024_08_IND_HOU,HOU,up 1-8,27,16
2024,2024_08_IND_HOU,IND,down 9+,20,10
2024,2024_08_IND_HOU,IND,down 1-8,20,6
2024,2024_08_IND_HOU,IND,tied,21,9
2024,2024_08_KC_LV,KC,down 1-8,13,4
2024,2024_08_KC_LV,KC,tied,14,6
2024,2024_08_KC_LV,KC,up 1-8,37,16
2024,2024_08_KC_LV,LV,down 9+,11,0
2024,2024_08_KC_LV,LV,down 1-8,33,16
2024,2024_08_KC_LV,LV,tied,9,4
2024,2024_08_MIN_LA,LA,down 1-8,27,10
2024,2024_08_MIN_LA,LA,tied,20,9
2024,2024_08_MIN_LA,LA,up 1-8,16,10
2024,2024_08_MIN_LA,MIN,down 1-8,14,5
2024,2024_08_MIN_LA,MIN,tied,35,16
2024,2024_08_NO_LAC,LAC,down 1-8,11,4
2024,2024_08_NO_LAC,LAC,tied,7,2
2024,2024_08_NO_LAC,LAC,up 1-8,30,17
2024,2024_08_NO_LAC,LAC,up 9+,15,5
2024,2024_08_NO_LAC,NO,down 9+,33,9
2024,2024_08_NO_LAC,NO,down 1-8,24,5
2024,2024_08_NO_LAC,NO,tied,4,4
2024,2024_08_NO_LAC,NO,up 1-8,7,3
2024,2024_08_NYG_PIT,NYG,down 9+,12,3
2024,2024_08_NYG_PIT,NYG,down 1-8,45,16
2024,2024_08_NYG_PIT,NYG,tied,11,6
2024,2024_08_NYG_PIT,PIT,tied,31,15
2024,2024_08_NYG_PIT,PIT,up 1-8,30,15
2024,2024_08_NYJ_NE,NE,down 1-8,45,20
2024,2024_08_NYJ_NE,NE,tied,13,9
2024,2024_08_NYJ_NE,NE,up 1-8,6,2
2024,2024_08_NYJ_NE,NYJ,down 1-8,33,17
2024,2024_08_NYJ_NE,NYJ,tied,3,1
2024,2024_08_NYJ_NE,NYJ,up 1-8,22,10
2024,2024_08_PHI_CIN,CIN,down 9+,7,3
2024,2024_08_PHI_CIN,CIN,down 1-8,17,8
2024,2024_08_PHI_CIN,CIN,tied,18,5
2024,2024_08_PHI_CIN,CIN,up 1-8,15,3
2024,2024_08_PHI_CIN,PHI,down 1-8,28,17
2024,2024_08_PHI_CIN,PHI,tied,11,6
2024,2024_08_PHI_CIN,PHI,up 1-8,3,2
2024,2024_08_PHI_CIN,PHI,up 9+,17,14
2024,2024_08_TEN_DET,DET,tied,9,4
2024,2024_08_TEN_DET,DET,up 1-8,8,2
2024,2024_08_TEN_DET,DET,up 9+,30,18
2024,2024_08_TEN_DET,TEN,down 9+,51,24
2024,2024_08_TEN_DET,TEN,down 1-8,16,6
2024,2024_08_TEN_DET,TEN,tied,4,2
2024,2024_09_CHI_ARI,ARI,tied,12,6
2024,2024_09_CHI_ARI,ARI,up 1-8,18,10
2024,2024_09_CHI_ARI,ARI,up 9+,27,18
2024,2024_09_CHI_ARI,CHI,down 9+,32,11
2024,2024_09_CHI_ARI,CHI,down 1-8,24,7
2024,2024_09_CHI_ARI,CHI,tied,13,4
2024,2024_09_DAL_ATL,ATL,down 1-8,7,3
2024,2024_09_DAL_ATL,ATL,tied,4,2
2024,2024_09_DAL_ATL,ATL,up 1-8,30,15
2024,2024_09_DAL_ATL,ATL,up 9+,13,7
2024,2024_09_DAL_ATL,DAL,down 9+,49,15
2024,2024_09_DAL_ATL,DAL,down 1-8,19,5
2024,2024_09_DAL_ATL,DAL,tied,6,1
2024,2024_09_DEN_BAL,BAL,tied,10,5
2024,2024_09_DEN_BAL,BAL,up 1-8,13,5
2024,2024_09_DEN_BAL,BAL,up 9+,30,23
